episode,total_episodes,model_type,epsilon,per_beta,global_step,training_updates,agents,learning_rate,gamma,avg_reward,avg_queue,throughput,avg_travel_time,episode_co2,co2_per_veh,updates,loss,policy_loss,value_loss,time_of_day,global_congestion
28,250,GAT-DQN,0.8695684705882353,0.46506024096385545,8400,300.0,9,0.001,0.99,-0.436598148148148,13.49787037037037,513,52.14424951267056,94845891.790619,184884.77931894542,300.0,0.18957486116637787,0.0,0.0,0.0,0.0
29,250,GAT-DQN,0.8649096470588236,0.4674698795180723,8700,300.0,9,0.001,0.99,-0.40395185185185206,12.534629629629631,480,53.925,85019053.65212402,177123.02844192504,300.0,0.21116126907368502,0.0,0.0,0.0,0.0
30,250,GAT-DQN,0.8602508235294117,0.46987951807228917,9000,300.0,9,0.001,0.99,-0.493596913580247,15.216666666666667,486,57.37860082304527,100392363.22572678,206568.64861260654,300.0,0.22100830470522245,0.0,0.0,0.0,0.0
31,250,GAT-DQN,0.855592,0.47228915662650606,9300,300.0,9,0.001,0.99,-0.5251074074074071,16.31833333333333,440,51.236363636363635,97962444.80328424,222641.92000746418,300.0,0.22124324999749662,0.0,0.0,0.0,0.0
32,250,GAT-DQN,0.8509331764705883,0.4746987951807229,9600,300.0,9,0.001,0.99,-0.579635802469136,17.87953703703704,449,58.65033407572383,103796755.35642847,231173.17451320373,300.0,0.22835349189738433,0.0,0.0,0.0,0.0
33,250,GAT-DQN,0.8462743529411765,0.4771084337349398,9900,300.0,9,0.001,0.99,-0.4761154320987656,14.676481481481481,481,57.521829521829524,94427620.17350432,196315.21865593415,300.0,0.2661901754140854,0.0,0.0,0.0,0.0
34,250,GAT-DQN,0.8416155294117647,0.47951807228915666,10200,300.0,9,0.001,0.99,-0.5216228395061729,16.07018518518518,441,52.29251700680272,88285281.44741647,200193.38196693076,300.0,0.23084545638412238,0.0,0.0,0.0,0.0
35,250,GAT-DQN,0.8369567058823529,0.4819277108433735,10500,300.0,9,0.001,0.99,-0.6300617283950622,19.470833333333335,405,50.123456790123456,106880452.07427011,263902.35080066696,300.0,0.2501636388897896,0.0,0.0,0.0,0.0
36,250,GAT-DQN,0.8322978823529412,0.4843373493975904,10800,300.0,9,0.001,0.99,-0.472641975308642,14.615833333333333,453,56.567328918322296,93131217.7741149,205587.67720555168,300.0,0.2642232538635532,0.0,0.0,0.0,0.0
37,250,GAT-DQN,0.8276390588235294,0.48674698795180726,11100,300.0,9,0.001,0.99,-0.5108870370370369,15.879444444444443,462,52.400432900432904,99262939.76857823,214854.84798393556,300.0,0.274606297078232,0.0,0.0,0.0,0.0
38,250,GAT-DQN,0.8229802352941177,0.4891566265060241,11400,300.0,9,0.001,0.99,-0.40006604938271567,12.400833333333331,457,52.68490153172866,82005185.90925278,179442.41993271944,300.0,0.2706947988520066,0.0,0.0,0.0,0.0
39,250,GAT-DQN,0.818321411764706,0.491566265060241,11700,300.0,9,0.001,0.99,-0.48994567901234604,15.104907407407408,481,58.70893970893971,92767813.86880165,192864.47789771654,300.0,0.2972318960353732,0.0,0.0,0.0,0.0
40,250,GAT-DQN,0.8136625882352941,0.49397590361445787,12000,300.0,9,0.001,0.99,-0.4538444444444444,14.083796296296295,533,57.146341463414636,94865980.94714957,177984.95487270088,300.0,0.2781672244767348,0.0,0.0,0.0,0.0
41,250,GAT-DQN,0.8090037647058823,0.4963855421686747,12300,300.0,9,0.001,0.99,-0.486516049382716,15.054814814814817,491,57.76985743380855,99941980.86315835,203547.82253189074,300.0,0.27661963081608215,0.0,0.0,0.0,0.0
42,250,GAT-DQN,0.8043449411764706,0.4987951807228916,12600,300.0,9,0.001,0.99,-0.46173333333333366,14.244629629629628,498,58.05421686746988,88871481.95240223,178456.7910690808,300.0,0.29520353412876527,0.0,0.0,0.0,0.0
43,250,GAT-DQN,0.7996861176470589,0.5012048192771085,12900,300.0,9,0.001,0.99,-0.5269746913580249,16.324537037037036,478,55.88702928870293,96362470.2626648,201595.12607252048,300.0,0.3564662075911959,0.0,0.0,0.0,0.0
44,250,GAT-DQN,0.795027294117647,0.5036144578313253,13200,300.0,9,0.001,0.99,-0.5222913580246914,16.191296296296297,466,57.26824034334764,103897125.68065915,222955.2053233029,300.0,0.32672111383328833,0.0,0.0,0.0,0.0
45,250,GAT-DQN,0.7903684705882352,0.5060240963855422,13500,300.0,9,0.001,0.99,-0.47800740740740766,14.843148148148147,484,57.06198347107438,86967380.84546563,179684.6711683174,300.0,0.3943113687634468,0.0,0.0,0.0,0.0
46,250,GAT-DQN,0.7857096470588235,0.5084337349397591,13800,300.0,9,0.001,0.99,-0.5121777777777775,15.88,409,48.831295843520785,90043911.74627614,220156.26343832797,300.0,0.38746146745979787,0.0,0.0,0.0,0.0
47,250,GAT-DQN,0.7810508235294118,0.5108433734939759,14100,300.0,9,0.001,0.99,-0.6393728395061732,19.703888888888887,381,48.71391076115486,103659452.42485164,272072.0536085345,300.0,0.38136492545406026,0.0,0.0,0.0,0.0
48,250,GAT-DQN,0.776392,0.5132530120481927,14400,300.0,9,0.001,0.99,-0.5115716049382713,15.78314814814815,460,61.42391304347826,96506776.23915546,209797.33965033796,300.0,0.3309776418159405,0.0,0.0,0.0,0.0
49,250,GAT-DQN,0.7717331764705883,0.5156626506024097,14700,300.0,9,0.001,0.99,-0.5041283950617281,15.561944444444446,512,58.74609375,104034571.75027864,203192.52294976296,300.0,0.37176097099979716,0.0,0.0,0.0,0.0
50,250,GAT-DQN,0.7670743529411764,0.5180722891566265,15000,300.0,9,0.001,0.99,-0.5044827160493828,15.67638888888889,457,56.7417943107221,100525227.37727816,219967.67478616667,300.0,0.3703265073398749,0.0,0.0,0.0,0.0
51,250,GAT-DQN,0.7624155294117647,0.5204819277108435,15300,300.0,9,0.001,0.99,-0.4830438271604938,14.90990740740741,501,56.84231536926148,97977388.62740411,195563.64995489843,300.0,0.4116788491855065,0.0,0.0,0.0,0.0
52,250,GAT-DQN,0.7577567058823529,0.5228915662650603,15600,300.0,9,0.001,0.99,-0.4131722222222222,12.865462962962964,480,53.16041666666667,86738088.8224949,180704.35171353104,300.0,0.45361887263755,0.0,0.0,0.0,0.0
53,250,GAT-DQN,0.7530978823529412,0.5253012048192771,15900,300.0,9,0.001,0.99,-0.5540018518518516,17.06277777777778,390,50.9,92600841.18190789,237438.05431258434,300.0,0.31307467880348366,0.0,0.0,0.0,0.0
54,250,GAT-DQN,0.7484390588235295,0.527710843373494,16200,300.0,9,0.001,0.99,-0.6120771604938273,18.980833333333333,478,55.66945606694561,105881787.8456561,221510.01641350647,300.0,0.4155674657970667,0.0,0.0,0.0,0.0
55,250,GAT-DQN,0.7437802352941176,0.5301204819277109,16500,300.0,9,0.001,0.99,-0.5873697530864196,18.127592592592592,481,63.75467775467776,107155333.98478217,222776.16213052426,300.0,0.40441020821531615,0.0,0.0,0.0,0.0
56,250,GAT-DQN,0.7391214117647058,0.5325301204819277,16800,300.0,9,0.001,0.99,-0.44390740740740703,13.76527777777778,476,57.19957983193277,88490598.06815255,185904.61779023643,300.0,0.3780014216899872,0.0,0.0,0.0,0.0
57,250,GAT-DQN,0.7344625882352942,0.5349397590361447,17100,300.0,9,0.001,0.99,-0.48445246913580226,15.04638888888889,495,55.074747474747475,99503734.62117007,201017.6456993335,300.0,0.4283300412197908,0.0,0.0,0.0,0.0
58,250,GAT-DQN,0.7298037647058824,0.5373493975903615,17400,300.0,9,0.001,0.99,-0.42964320987654314,13.278796296296294,497,54.969818913480886,87560884.07095401,176178.8411890423,300.0,0.3300553997109334,0.0,0.0,0.0,0.0
59,250,GAT-DQN,0.7251449411764705,0.5397590361445783,17700,300.0,9,0.001,0.99,-0.5643697530864199,17.500370370370373,498,58.502008032128515,106781495.30854596,214420.67331033325,300.0,0.420879746178786,0.0,0.0,0.0,0.0
60,250,GAT-DQN,0.7204861176470588,0.5421686746987953,18000,300.0,9,0.001,0.99,-0.4626790123456789,14.304537037037038,481,56.63825363825364,90972409.46485756,189131.82840926727,300.0,0.3969896570344766,0.0,0.0,0.0,0.0
61,250,GAT-DQN,0.7158272941176471,0.5445783132530121,18300,300.0,9,0.001,0.99,-0.5709061728395061,17.54064814814815,443,56.69977426636569,101420821.69092971,228940.90675153435,300.0,0.5764197159310182,0.0,0.0,0.0,0.0
62,250,GAT-DQN,0.7111684705882353,0.5469879518072289,18600,300.0,9,0.001,0.99,-0.4986030864197531,15.398055555555556,505,58.51485148514851,101735420.50498033,201456.27822768383,300.0,0.466731220583121,0.0,0.0,0.0,0.0
63,250,GAT-DQN,0.7065096470588235,0.5493975903614458,18900,300.0,9,0.001,0.99,-0.5508154320987654,17.137962962962963,498,55.69076305220884,106559578.27078547,213975.0567686455,300.0,0.4301795429736376,0.0,0.0,0.0,0.0
64,250,GAT-DQN,0.7018508235294117,0.5518072289156627,19200,300.0,9,0.001,0.99,-0.5172666666666668,15.945462962962962,480,60.56666666666667,101032132.63280845,210483.60965168427,300.0,0.5170819206039111,0.0,0.0,0.0,0.0
65,250,GAT-DQN,0.697192,0.5542168674698795,19500,300.0,9,0.001,0.99,-0.6222685185185186,19.16759259259259,402,49.975124378109456,100126161.48617473,249070.05344819586,300.0,0.46719800380369025,0.0,0.0,0.0,0.0
66,250,GAT-DQN,0.6925331764705882,0.5566265060240965,19800,300.0,9,0.001,0.99,-0.5655179012345678,17.356851851851854,496,61.631048387096776,108980167.46336417,219718.0795632342,300.0,0.47372351182003813,0.0,0.0,0.0,0.0
67,250,GAT-DQN,0.6878743529411765,0.5590361445783133,20100,300.0,9,0.001,0.99,-0.561211728395062,17.262314814814815,488,62.49590163934426,100069952.84049782,205061.37877151193,300.0,0.536718310068051,0.0,0.0,0.0,0.0
68,250,GAT-DQN,0.6832155294117648,0.5614457831325301,20400,300.0,9,0.001,0.99,-0.5033962962962959,15.603796296296295,505,61.152475247524755,98573459.03905478,195194.9683941679,300.0,0.5050070109963417,0.0,0.0,0.0,0.0
69,250,GAT-DQN,0.678556705882353,0.5638554216867471,20700,300.0,9,0.001,0.99,-0.6713160493827158,20.61287037037037,465,63.46666666666667,109569692.06643009,235633.74637941955,300.0,0.4663765787581603,0.0,0.0,0.0,0.0
70,250,GAT-DQN,0.6738978823529411,0.5662650602409639,21000,300.0,9,0.001,0.99,-0.583862345679012,18.010925925925925,446,53.25112107623318,95515121.05511132,214159.4642491285,300.0,0.4667906488478184,0.0,0.0,0.0,0.0
71,250,GAT-DQN,0.6692390588235295,0.5686746987951807,21300,300.0,9,0.001,0.99,-0.5372790123456791,16.57009259259259,441,50.05215419501134,97386049.95742811,220830.04525493903,300.0,0.46916272724668184,0.0,0.0,0.0,0.0
72,250,GAT-DQN,0.6645802352941177,0.5710843373493976,21600,300.0,9,0.001,0.99,-0.5559061728395063,17.126851851851853,482,63.84647302904564,103724942.30338949,215196.97573317323,300.0,0.5272147043297688,0.0,0.0,0.0,0.0
73,250,GAT-DQN,0.6599214117647059,0.5734939759036145,21900,300.0,9,0.001,0.99,-0.4397037037037039,13.591574074074076,482,57.31120331950208,90511238.1884729,187782.65184330477,300.0,0.467264438594381,0.0,0.0,0.0,0.0
74,250,GAT-DQN,0.655262588235294,0.5759036144578313,22200,300.0,9,0.001,0.99,-0.5197604938271604,15.967407407407409,455,58.707692307692305,94702777.01943116,208137.97147127727,300.0,0.3918359022339185,0.0,0.0,0.0,0.0
75,250,GAT-DQN,0.6506037647058823,0.5783132530120482,22500,300.0,9,0.001,0.99,-0.5694790123456794,17.561666666666667,443,61.70428893905192,99771079.4160364,225216.88355764424,300.0,0.47572164550423623,0.0,0.0,0.0,0.0
76,250,GAT-DQN,0.6459449411764706,0.5807228915662651,22800,300.0,9,0.001,0.99,-0.6221586419753088,19.20027777777778,368,47.47010869565217,101166915.35290776,274910.0960676841,300.0,0.5036091565340758,0.0,0.0,0.0,0.0
77,250,GAT-DQN,0.6412861176470588,0.5831325301204819,23100,300.0,9,0.001,0.99,-0.4813395061728393,14.854537037037037,426,51.262910798122064,91065376.10078189,213768.488499488,300.0,0.473777540648977,0.0,0.0,0.0,0.0
78,250,GAT-DQN,0.6366272941176471,0.5855421686746989,23400,300.0,9,0.001,0.99,-0.5886061728395062,18.089537037037037,429,50.12820512820513,96907348.258492,225891.25468179953,300.0,0.46181183052559693,0.0,0.0,0.0,0.0
79,250,GAT-DQN,0.6319684705882354,0.5879518072289157,23700,300.0,9,0.001,0.99,-0.4879376543209874,15.103796296296295,470,55.53191489361702,94742065.27024038,201578.8622771072,300.0,0.579520351489385,0.0,0.0,0.0,0.0
80,250,GAT-DQN,0.6273096470588235,0.5903614457831325,24000,300.0,9,0.001,0.99,-0.5925376543209874,18.435925925925925,404,53.54207920792079,97828824.08855622,242150.5546746441,300.0,0.5632331225772699,0.0,0.0,0.0,0.0
81,250,GAT-DQN,0.6226508235294118,0.5927710843373494,24300,300.0,9,0.001,0.99,-0.5246888888888886,16.16907407407407,417,49.402877697841724,93852287.46322113,225065.43756168138,300.0,0.5209609418610732,0.0,0.0,0.0,0.0
82,250,GAT-DQN,0.617992,0.5951807228915663,24600,300.0,9,0.001,0.99,-0.5006746913580247,15.605833333333333,472,56.938559322033896,95446889.99465513,202217.98727681173,300.0,0.6212542592982451,0.0,0.0,0.0,0.0
83,250,GAT-DQN,0.6133331764705883,0.5975903614457831,24900,300.0,9,0.001,0.99,-0.44757407407407396,13.90777777777778,508,57.511811023622045,93489368.09895504,184034.18917117134,300.0,0.5459906730304162,0.0,0.0,0.0,0.0
84,250,GAT-DQN,0.6086743529411764,0.6,25200,300.0,9,0.001,0.99,-0.571669135802469,17.64601851851852,396,48.39393939393939,103418150.0764699,261156.94463755024,300.0,0.619039855748415,0.0,0.0,0.0,0.0
85,250,GAT-DQN,0.6040155294117647,0.6024096385542168,25500,300.0,9,0.001,0.99,-0.5660623456790119,17.422777777777778,424,48.79009433962264,102061506.34666452,240711.09987420877,300.0,0.6421230432887872,0.0,0.0,0.0,0.0
86,250,GAT-DQN,0.599356705882353,0.6048192771084338,25800,300.0,9,0.001,0.99,-0.5628938271604937,17.43805555555556,455,52.995604395604396,104698640.50969684,230106.90221911392,300.0,0.5487875231603782,0.0,0.0,0.0,0.0
87,250,GAT-DQN,0.5946978823529412,0.6072289156626507,26100,300.0,9,0.001,0.99,-0.5260987654320988,16.27027777777778,469,57.72494669509595,92466106.0786685,197155.8765003593,300.0,0.4716580770661434,0.0,0.0,0.0,0.0
88,250,GAT-DQN,0.5900390588235294,0.6096385542168675,26400,300.0,9,0.001,0.99,-0.5501629629629626,17.04074074074074,437,50.318077803203664,96035035.70569552,219759.80710685474,300.0,0.6047769539058209,0.0,0.0,0.0,0.0
89,250,GAT-DQN,0.5853802352941176,0.6120481927710844,26700,300.0,9,0.001,0.99,-0.4779469135802468,14.799166666666666,437,53.85354691075515,88157877.58906113,201734.27365917878,300.0,0.5098361052572727,0.0,0.0,0.0,0.0
90,250,GAT-DQN,0.5807214117647059,0.6144578313253012,27000,300.0,9,0.001,0.99,-0.5134092592592595,15.826759259259259,455,56.29010989010989,94250782.03628601,207144.5759039253,300.0,0.5041672347982724,0.0,0.0,0.0,0.0
91,250,GAT-DQN,0.5760625882352941,0.6168674698795181,27300,300.0,9,0.001,0.99,-0.5927839506172844,18.398518518518518,472,60.67161016949152,109904349.2596438,232848.19758399107,300.0,0.5409449701011181,0.0,0.0,0.0,0.0
92,250,GAT-DQN,0.5714037647058823,0.619277108433735,27600,300.0,9,0.001,0.99,-0.5521185185185182,17.086759259259257,468,54.93162393162393,97691657.03044508,208742.85690266042,300.0,0.5157098134855429,0.0,0.0,0.0,0.0
93,250,GAT-DQN,0.5667449411764706,0.6216867469879518,27900,300.0,9,0.001,0.99,-0.5668185185185185,17.459074074074074,462,53.913419913419915,100447850.93007633,217419.59075774098,300.0,0.49470895518859226,0.0,0.0,0.0,0.0
94,250,GAT-DQN,0.5620861176470588,0.6240963855421686,28200,300.0,9,0.001,0.99,-0.5644092592592588,17.485833333333332,420,50.72380952380952,95425585.7163494,227203.7755151176,300.0,0.5634360851347446,0.0,0.0,0.0,0.0
95,250,GAT-DQN,0.557427294117647,0.6265060240963856,28500,300.0,9,0.001,0.99,-0.539338888888889,16.793333333333333,438,50.20319634703196,100654237.0849825,229804.1942579509,300.0,0.5267918892204762,0.0,0.0,0.0,0.0
96,250,GAT-DQN,0.5527684705882353,0.6289156626506025,28800,300.0,9,0.001,0.99,-0.6164820987654319,19.00888888888889,472,62.67161016949152,104259941.26796904,220889.7060762056,300.0,0.5828313861787319,0.0,0.0,0.0,0.0
97,250,GAT-DQN,0.5481096470588236,0.6313253012048193,29100,300.0,9,0.001,0.99,-0.5022123456790123,15.501018518518519,461,56.83947939262473,99214687.62832823,215216.24214387903,300.0,0.49890389849742256,0.0,0.0,0.0,0.0
98,250,GAT-DQN,0.5434508235294118,0.6337349397590362,29400,300.0,9,0.001,0.99,-0.5143277777777775,15.92148148148148,481,54.5010395010395,105977322.84641398,220327.0745247692,300.0,0.48750662873188655,0.0,0.0,0.0,0.0
99,250,GAT-DQN,0.5387919999999999,0.636144578313253,29700,300.0,9,0.001,0.99,-0.43006728395061694,13.285092592592594,497,57.56740442655936,89606674.19005351,180295.11909467506,300.0,0.4838130009174347,0.0,0.0,0.0,0.0
100,250,GAT-DQN,0.5341331764705883,0.6385542168674698,30000,300.0,9,0.001,0.99,-0.6175925925925927,18.982407407407404,410,50.84634146341463,104154959.65720722,254036.4869687981,300.0,0.5319913157323997,0.0,0.0,0.0,0.0
101,250,GAT-DQN,0.5294743529411765,0.6409638554216868,30300,300.0,9,0.001,0.99,-0.4895913580246911,15.22259259259259,506,59.40909090909091,97239416.06673501,192172.75902516802,300.0,0.5425946649909019,0.0,0.0,0.0,0.0
102,250,GAT-DQN,0.5248155294117647,0.6433734939759036,30600,300.0,9,0.001,0.99,-0.5633808641975306,17.35509259259259,470,57.08297872340425,103783788.83092265,220816.57198068648,300.0,0.5298430548111598,0.0,0.0,0.0,0.0
103,250,GAT-DQN,0.5201567058823529,0.6457831325301204,30900,300.0,9,0.001,0.99,-0.5263888888888889,16.211203703703703,481,56.80665280665281,95837913.08478343,199247.2205504853,300.0,0.6665841799477736,0.0,0.0,0.0,0.0
104,250,GAT-DQN,0.5154978823529413,0.6481927710843374,31200,300.0,9,0.001,0.99,-0.5052808641975309,15.661666666666667,491,61.05906313645621,98276443.22897933,200155.6888573917,300.0,0.6316021993259588,0.0,0.0,0.0,0.0
105,250,GAT-DQN,0.5108390588235294,0.6506024096385542,31500,300.0,9,0.001,0.99,-0.4822450617283948,14.935833333333333,485,58.577319587628864,96283189.4174063,198522.04003588928,300.0,0.5157071373363336,0.0,0.0,0.0,0.0
106,250,GAT-DQN,0.5061802352941176,0.653012048192771,31800,300.0,9,0.001,0.99,-0.47025925925925915,14.540648148148147,484,56.993801652892564,90083477.96596074,186122.88835942303,300.0,0.5286002438763777,0.0,0.0,0.0,0.0
107,250,GAT-DQN,0.5015214117647058,0.655421686746988,32100,300.0,9,0.001,0.99,-0.5085413580246911,15.660648148148148,427,49.69086651053864,92030764.76132892,215528.7230944471,300.0,0.6232826051115989,0.0,0.0,0.0,0.0
108,250,GAT-DQN,0.49686258823529417,0.6578313253012049,32400,300.0,9,0.001,0.99,-0.5490932098765433,16.928518518518516,447,55.42058165548099,94384895.29661673,211151.89104388532,300.0,0.5292418615023295,0.0,0.0,0.0,0.0
109,250,GAT-DQN,0.49220376470588234,0.6602409638554216,32700,300.0,9,0.001,0.99,-0.5417802469135802,16.64388888888889,403,48.78660049627791,89629336.1630196,222405.30065265408,300.0,0.5446722606817881,0.0,0.0,0.0,0.0
110,250,GAT-DQN,0.4875449411764706,0.6626506024096386,33000,300.0,9,0.001,0.99,-0.5406592592592594,16.680185185185184,478,60.03765690376569,107497882.46019076,224890.96748993883,300.0,0.5992140797277291,0.0,0.0,0.0,0.0
111,250,GAT-DQN,0.4828861176470588,0.6650602409638554,33300,300.0,9,0.001,0.99,-0.5084796296296297,15.658796296296298,394,52.01776649746193,89435584.60456775,226993.8695547405,300.0,0.5835252420604229,0.0,0.0,0.0,0.0
112,250,GAT-DQN,0.4782272941176471,0.6674698795180722,33600,300.0,9,0.001,0.99,-0.4902395061728394,15.204351851851849,454,59.05506607929515,89739088.59904876,197663.19074680345,300.0,0.5758028486867746,0.0,0.0,0.0,0.0
113,250,GAT-DQN,0.47356847058823526,0.6698795180722892,33900,300.0,9,0.001,0.99,-0.5905283950617285,18.30972222222222,387,57.25581395348837,96018733.31333502,248110.4219982817,300.0,0.612498666892449,0.0,0.0,0.0,0.0
114,250,GAT-DQN,0.46890964705882354,0.672289156626506,34200,300.0,9,0.001,0.99,-0.4910746913580245,15.181296296296296,503,56.82703777335984,100426183.79363361,199654.4409416175,300.0,0.5282811464866003,0.0,0.0,0.0,0.0
115,250,GAT-DQN,0.4642508235294117,0.6746987951807228,34500,300.0,9,0.001,0.99,-0.5142641975308647,15.840185185185183,466,59.047210300429185,93513824.94210951,200673.44408178006,300.0,0.6140204314390818,0.0,0.0,0.0,0.0
