episode,total_episodes,model_type,epsilon,per_beta,global_step,training_updates,agents,learning_rate,gamma,avg_reward,avg_queue,throughput,avg_travel_time,episode_co2,co2_per_veh,updates,loss,policy_loss,value_loss,time_of_day,global_congestion
116,250,GAT-DQN,0.4595920000000001,0.6771084337349398,34800,300.0,9,0.001,0.99,-0.4666617283950618,14.375740740740742,496,56.211693548387096,88882221.81646669,179198.02785577963,300.0,0.5133642691622178,0.0,0.0,0.0,0.0
117,250,GAT-DQN,0.4549331764705883,0.6795180722891567,35100,300.0,9,0.001,0.99,-0.585830864197531,18.139722222222222,465,55.50322580645161,108219887.76499419,232730.94143009503,300.0,0.562494308501482,0.0,0.0,0.0,0.0
118,250,GAT-DQN,0.45027435294117646,0.6819277108433734,35400,300.0,9,0.001,0.99,-0.5314524691358024,16.38185185185185,532,60.63721804511278,106685025.08399576,200535.76143608225,300.0,0.5710593551397324,0.0,0.0,0.0,0.0
119,250,GAT-DQN,0.44561552941176474,0.6843373493975904,35700,300.0,9,0.001,0.99,-0.5625759259259259,17.396944444444447,402,50.25124378109453,98585450.69329304,245237.43953555482,300.0,0.6118881250421206,0.0,0.0,0.0,0.0
120,250,GAT-DQN,0.4409567058823529,0.6867469879518072,36000,300.0,9,0.001,0.99,-0.5674197530864195,17.479351851851852,397,49.48362720403023,95391992.2567166,240282.09636452544,300.0,0.5286882940431435,0.0,0.0,0.0,0.0
121,250,GAT-DQN,0.4362978823529412,0.689156626506024,36300,300.0,9,0.001,0.99,-0.49715061728395077,15.335462962962962,504,56.61904761904762,98344031.0310641,195127.04569655575,300.0,0.5803678902983666,0.0,0.0,0.0,0.0
122,250,GAT-DQN,0.4316390588235294,0.691566265060241,36600,300.0,9,0.001,0.99,-0.5121641975308642,15.878796296296295,515,57.50679611650485,105152987.62547116,204180.5584960605,300.0,0.5993142587939898,0.0,0.0,0.0,0.0
123,250,GAT-DQN,0.42698023529411766,0.6939759036144578,36900,300.0,9,0.001,0.99,-0.5389197530864198,16.616481481481483,470,61.40638297872341,108395084.10416684,230627.83851950392,300.0,0.6542245581249396,0.0,0.0,0.0,0.0
124,250,GAT-DQN,0.42232141176470583,0.6963855421686747,37200,300.0,9,0.001,0.99,-0.48369629629629646,14.917407407407408,491,59.0244399185336,95312954.19592968,194120.06964547795,300.0,0.5392927763859431,0.0,0.0,0.0,0.0
125,250,GAT-DQN,0.4176625882352941,0.6987951807228916,37500,300.0,9,0.001,0.99,-0.47621049382716035,14.678425925925925,470,58.738297872340425,90317810.82178852,192165.55493997558,300.0,0.5808539751172066,0.0,0.0,0.0,0.0
126,250,GAT-DQN,0.4130037647058824,0.7012048192771085,37800,300.0,9,0.001,0.99,-0.4448283950617281,13.84185185185185,482,56.18257261410788,91352444.65560627,189527.89347636155,300.0,0.5541846306125323,0.0,0.0,0.0,0.0
127,250,GAT-DQN,0.4083449411764706,0.7036144578313253,38100,300.0,9,0.001,0.99,-0.582790740740741,18.038333333333338,438,56.226027397260275,103070053.81732935,235319.7575738113,300.0,0.5869305537641049,0.0,0.0,0.0,0.0
128,250,GAT-DQN,0.40368611764705886,0.7060240963855422,38400,300.0,9,0.001,0.99,-0.5040876543209871,15.668425925925927,527,63.690702087286525,95171046.93348664,180590.2218851739,300.0,0.6615411248803139,0.0,0.0,0.0,0.0
129,250,GAT-DQN,0.39902729411764704,0.708433734939759,38700,300.0,9,0.001,0.99,-0.5872709876543212,18.123981481481483,401,51.60847880299252,93357572.43749581,232811.90134038855,300.0,0.6143318522473177,0.0,0.0,0.0,0.0
130,250,GAT-DQN,0.3943684705882353,0.7108433734939759,39000,300.0,9,0.001,0.99,-0.5413808641975308,16.665370370370372,461,53.6767895878525,99022164.68880825,214798.6218846166,300.0,0.6608301628629366,0.0,0.0,0.0,0.0
131,250,GAT-DQN,0.3897096470588235,0.7132530120481928,39300,300.0,9,0.001,0.99,-0.5420265432098765,16.840833333333332,493,60.026369168357,103035446.56188534,208996.8490099094,300.0,0.606350353906552,0.0,0.0,0.0,0.0
132,250,GAT-DQN,0.3850508235294118,0.7156626506024096,39600,300.0,9,0.001,0.99,-0.5047537037037038,15.523425925925928,475,57.002105263157894,95020193.19831067,200042.51199644353,300.0,0.5475128130614757,0.0,0.0,0.0,0.0
133,250,GAT-DQN,0.38039199999999995,0.7180722891566265,39900,300.0,9,0.001,0.99,-0.5522796296296297,17.071296296296296,481,54.977130977130976,105669886.00963122,219687.912701936,300.0,0.5555075788497925,0.0,0.0,0.0,0.0
134,250,GAT-DQN,0.37573317647058824,0.7204819277108434,40200,300.0,9,0.001,0.99,-0.5090395061728392,15.776203703703704,507,60.63510848126233,101237691.55505252,199679.8650001036,300.0,0.6120881953338781,0.0,0.0,0.0,0.0
135,250,GAT-DQN,0.3710743529411765,0.7228915662650603,40500,300.0,9,0.001,0.99,-0.7371401234567901,22.621851851851854,372,51.236559139784944,112128971.56373724,301421.96656918613,300.0,0.540059548765421,0.0,0.0,0.0,0.0
136,250,GAT-DQN,0.3664155294117647,0.7253012048192771,40800,300.0,9,0.001,0.99,-0.6303598765432101,19.465925925925923,473,57.48837209302326,113920018.1470247,240845.70432774778,300.0,0.644780037800471,0.0,0.0,0.0,0.0
137,250,GAT-DQN,0.361756705882353,0.727710843373494,41100,300.0,9,0.001,0.99,-0.6035802469135805,18.533055555555556,357,44.82913165266106,91552655.63446262,256450.01578280848,300.0,0.6069517875214417,0.0,0.0,0.0,0.0
138,250,GAT-DQN,0.35709788235294115,0.7301204819277108,41400,300.0,9,0.001,0.99,-0.46004506172839504,14.210092592592591,489,60.87321063394683,93392183.7801827,190986.06090016913,300.0,0.5846301820377509,0.0,0.0,0.0,0.0
139,250,GAT-DQN,0.35243905882352944,0.7325301204819277,41700,300.0,9,0.001,0.99,-0.57579012345679,17.78064814814815,459,53.712418300653596,104918687.94885565,228581.01949641755,300.0,0.6191461008787155,0.0,0.0,0.0,0.0
140,250,GAT-DQN,0.3477802352941176,0.7349397590361446,42000,300.0,9,0.001,0.99,-0.5430074074074073,16.798333333333332,475,62.29263157894737,100707620.6329494,212016.0434377882,300.0,0.5682783481478692,0.0,0.0,0.0,0.0
141,250,GAT-DQN,0.3431214117647059,0.7373493975903614,42300,300.0,9,0.001,0.99,-0.5189333333333335,16.039166666666667,428,52.492990654205606,93813799.60353355,219191.12056900363,300.0,0.6378127977252006,0.0,0.0,0.0,0.0
142,250,GAT-DQN,0.33846258823529407,0.7397590361445783,42600,300.0,9,0.001,0.99,-0.5722629629629633,17.628055555555555,427,57.011709601873534,104130381.57317801,243865.062232267,300.0,0.6196614772578081,0.0,0.0,0.0,0.0
143,250,GAT-DQN,0.33380376470588236,0.7421686746987952,42900,300.0,9,0.001,0.99,-0.6074172839506172,18.914537037037036,495,59.117171717171715,106149234.95327416,214442.89889550334,300.0,0.5949002784490586,0.0,0.0,0.0,0.0
144,250,GAT-DQN,0.32914494117647064,0.7445783132530122,43200,300.0,9,0.001,0.99,-0.6181913580246915,19.05509259259259,457,62.80525164113786,109849693.5044684,240371.32057870546,300.0,0.5986397325992584,0.0,0.0,0.0,0.0
145,250,GAT-DQN,0.3244861176470589,0.7469879518072289,43500,300.0,9,0.001,0.99,-0.6140290123456786,19.05777777777778,424,51.764150943396224,110555997.5826497,260745.27731757003,300.0,0.5561005793511867,0.0,0.0,0.0,0.0
146,250,GAT-DQN,0.3198272941176471,0.7493975903614458,43800,300.0,9,0.001,0.99,-0.5115740740740742,15.814537037037038,405,55.20493827160494,96520948.6299574,238323.32995051207,300.0,0.5987563276787599,0.0,0.0,0.0,0.0
147,250,GAT-DQN,0.31516847058823527,0.7518072289156627,44100,300.0,9,0.001,0.99,-0.5653691358024693,17.390185185185185,446,56.69506726457399,101089856.41209176,226658.8708791295,300.0,0.6792579012115797,0.0,0.0,0.0,0.0
148,250,GAT-DQN,0.31050964705882356,0.7542168674698795,44400,300.0,9,0.001,0.99,-0.4961283950617281,15.435740740740743,434,51.83870967741935,93668485.32137176,215826.0030446354,300.0,0.6347069573402405,0.0,0.0,0.0,0.0
149,250,GAT-DQN,0.30585082352941173,0.7566265060240964,44700,300.0,9,0.001,0.99,-0.48006975308642014,14.876018518518515,468,59.952991452991455,97190196.0310508,207671.35904070683,300.0,0.5298647897442182,0.0,0.0,0.0,0.0
150,250,GAT-DQN,0.301192,0.7590361445783133,45000,300.0,9,0.001,0.99,-0.4929944444444442,15.200833333333334,484,58.56198347107438,94322127.24318036,194880.4281883892,300.0,0.5379038735727469,0.0,0.0,0.0,0.0
151,250,GAT-DQN,0.2965331764705882,0.7614457831325301,45300,300.0,9,0.001,0.99,-0.5795987654320983,17.91981481481481,499,67.81162324649299,111858794.07654345,224165.91999307304,300.0,0.6147466492156187,0.0,0.0,0.0,0.0
152,250,GAT-DQN,0.2918743529411765,0.763855421686747,45600,300.0,9,0.001,0.99,-0.5549358024691363,17.1475,434,56.69585253456221,99791620.80275595,229934.61014459896,300.0,0.62555399492383,0.0,0.0,0.0,0.0
153,250,GAT-DQN,0.28721552941176465,0.766265060240964,45900,300.0,9,0.001,0.99,-0.46855555555555534,14.497037037037037,435,55.08735632183908,83273424.91577394,191433.1607259171,300.0,0.6683034355938434,0.0,0.0,0.0,0.0
154,250,GAT-DQN,0.28255670588235304,0.7686746987951807,46200,300.0,9,0.001,0.99,-0.5290845679012345,16.36240740740741,452,56.599557522123895,101654444.93534169,224899.21445872055,300.0,0.6900444793204467,0.0,0.0,0.0,0.0
155,250,GAT-DQN,0.2778978823529412,0.7710843373493976,46500,300.0,9,0.001,0.99,-0.6234950617283951,19.158518518518516,399,50.659147869674186,99454304.4429944,249258.90837843207,300.0,0.7211687495311101,0.0,0.0,0.0,0.0
156,250,GAT-DQN,0.2732390588235294,0.7734939759036145,46800,300.0,9,0.001,0.99,-0.4818808641975306,14.851944444444444,447,54.38702460850112,91130059.79547954,203870.37985565892,300.0,0.6472320880989234,0.0,0.0,0.0,0.0
157,250,GAT-DQN,0.2685802352941177,0.7759036144578313,47100,300.0,9,0.001,0.99,-0.5772333333333334,17.858148148148146,445,51.01123595505618,102418052.39698122,230152.92673478927,300.0,0.5918757979075114,0.0,0.0,0.0,0.0
158,250,GAT-DQN,0.26392141176470585,0.7783132530120482,47400,300.0,9,0.001,0.99,-0.49476234567901256,15.1675,482,57.75311203319502,90796342.91180053,188374.1554186733,300.0,0.608057312220335,0.0,0.0,0.0,0.0
159,250,GAT-DQN,0.25926258823529413,0.7807228915662651,47700,300.0,9,0.001,0.99,-0.5546425925925929,17.08074074074074,476,57.91596638655462,95411084.445364,200443.45471715127,300.0,0.639640550216039,0.0,0.0,0.0,0.0
160,250,GAT-DQN,0.2546037647058823,0.7831325301204819,48000,300.0,9,0.001,0.99,-0.5001154320987656,15.450462962962963,487,58.5482546201232,102671582.49257782,210824.604707552,300.0,0.693045421441396,0.0,0.0,0.0,0.0
161,250,GAT-DQN,0.2499449411764706,0.7855421686746988,48300,300.0,9,0.001,0.99,-0.4812660493827162,14.888518518518518,450,51.51555555555556,87047628.96024987,193439.17546722194,300.0,0.5727646164596081,0.0,0.0,0.0,0.0
162,250,GAT-DQN,0.24528611764705877,0.7879518072289158,48600,300.0,9,0.001,0.99,-0.5356209876543208,16.4975,501,59.952095808383234,102775903.84679148,205141.52464429438,300.0,0.6426325051486492,0.0,0.0,0.0,0.0
163,250,GAT-DQN,0.24062729411764716,0.7903614457831325,48900,300.0,9,0.001,0.99,-0.4730475308641974,14.551666666666666,492,62.083333333333336,88012993.21714152,178888.1975958161,300.0,0.5834838183224201,0.0,0.0,0.0,0.0
164,250,GAT-DQN,0.23596847058823534,0.7927710843373494,49200,300.0,9,0.001,0.99,-0.47065123456790114,14.555648148148151,501,54.6187624750499,95968923.48661941,191554.73749824235,300.0,0.6694321107367674,0.0,0.0,0.0,0.0
165,250,GAT-DQN,0.23130964705882362,0.7951807228915663,49500,300.0,9,0.001,0.99,-0.6388382716049381,19.89018518518518,457,58.70678336980306,114938053.87332542,251505.58834425695,300.0,0.58170589864254,0.0,0.0,0.0,0.0
166,250,GAT-DQN,0.2266508235294118,0.7975903614457831,49800,300.0,9,0.001,0.99,-0.4828475308641976,14.95962962962963,467,59.8779443254818,97634607.66546424,209067.68236716112,300.0,0.6205902502437433,0.0,0.0,0.0,0.0
167,250,GAT-DQN,0.22199199999999997,0.8,50100,300.0,9,0.001,0.99,-0.53024012345679,16.46111111111111,514,64.50583657587549,103343726.86681083,201057.8343712273,300.0,0.6269357952475548,0.0,0.0,0.0,0.0
168,250,GAT-DQN,0.21733317647058825,0.8024096385542169,50400,300.0,9,0.001,0.99,-0.5647604938271606,17.44240740740741,448,55.53794642857143,93936201.40072371,209679.0209837583,300.0,0.5531411757568518,0.0,0.0,0.0,0.0
169,250,GAT-DQN,0.21267435294117643,0.8048192771084337,50700,300.0,9,0.001,0.99,-0.4544672839506168,14.113148148148149,505,55.24752475247525,97125177.57717225,192327.08431123217,300.0,0.5554430887599786,0.0,0.0,0.0,0.0
170,250,GAT-DQN,0.2080155294117647,0.8072289156626506,51000,300.0,9,0.001,0.99,-0.5461222222222218,16.808796296296297,420,50.77619047619048,95692784.8669306,227839.9639688824,300.0,0.5947274707754453,0.0,0.0,0.0,0.0
171,250,GAT-DQN,0.20335670588235288,0.8096385542168676,51300,300.0,9,0.001,0.99,-0.5360734567901233,16.519074074074073,497,62.06438631790744,99070312.55244142,199336.64497473123,300.0,0.6063254641493162,0.0,0.0,0.0,0.0
172,250,GAT-DQN,0.19869788235294117,0.8120481927710843,51600,300.0,9,0.001,0.99,-0.5811802469135804,17.88148148148148,469,62.695095948827294,101389745.6226833,216182.82648759766,300.0,0.5818017727633318,0.0,0.0,0.0,0.0
173,250,GAT-DQN,0.19403905882352945,0.8144578313253013,51900,300.0,9,0.001,0.99,-0.5752203703703705,17.770925925925926,424,51.27594339622642,98649872.65293902,232664.7939927807,300.0,0.5620295079052449,0.0,0.0,0.0,0.0
174,250,GAT-DQN,0.18938023529411774,0.8168674698795181,52200,300.0,9,0.001,0.99,-0.48533456790123486,15.081759259259258,507,59.23668639053255,96364540.94938785,190068.12810530147,300.0,0.6316305294136206,0.0,0.0,0.0,0.0
175,250,GAT-DQN,0.1847214117647059,0.8192771084337349,52500,300.0,9,0.001,0.99,-0.5091290123456789,15.757962962962962,514,62.35214007782101,95020376.24904814,184864.54523161118,300.0,0.5879060623546442,0.0,0.0,0.0,0.0
176,250,GAT-DQN,0.18006258823529409,0.8216867469879519,52800,300.0,9,0.001,0.99,-0.5585944444444445,17.282314814814818,480,58.97083333333333,102937473.00417313,214453.06875869402,300.0,0.6344769370059172,0.0,0.0,0.0,0.0
177,250,GAT-DQN,0.17540376470588237,0.8240963855421687,53100,300.0,9,0.001,0.99,-0.5649753086419749,17.429259259259258,498,63.53413654618474,99780375.41309138,200362.19962468147,300.0,0.5948394838968912,0.0,0.0,0.0,0.0
178,250,GAT-DQN,0.17074494117647054,0.8265060240963855,53400,300.0,9,0.001,0.99,-0.6129234567901236,19.050925925925924,404,50.79950495049505,98189759.28417812,243043.95862420328,300.0,0.5808183538913727,0.0,0.0,0.0,0.0
179,250,GAT-DQN,0.16608611764705883,0.8289156626506025,53700,300.0,9,0.001,0.99,-0.37484197530864205,11.66388888888889,486,52.21604938271605,84417656.2702491,173698.8812145043,300.0,0.5879897386332353,0.0,0.0,0.0,0.0
180,250,GAT-DQN,0.161427294117647,0.8313253012048192,54000,300.0,9,0.001,0.99,-0.4563271604938274,14.147037037037038,471,57.282377919320595,90409627.96714489,191952.50099181506,300.0,0.5112199979027112,0.0,0.0,0.0,0.0
181,250,GAT-DQN,0.1567684705882353,0.8337349397590361,54300,300.0,9,0.001,0.99,-0.45660617283950605,14.195740740740742,467,58.28907922912206,92905675.60069002,198941.4895089722,300.0,0.5612816994885603,0.0,0.0,0.0,0.0
182,250,GAT-DQN,0.15210964705882357,0.8361445783132531,54600,300.0,9,0.001,0.99,-0.4795043209876544,14.857962962962961,397,46.53652392947103,89539597.25023946,225540.54722982232,300.0,0.6032124244173368,0.0,0.0,0.0,0.0
183,250,GAT-DQN,0.14745082352941186,0.8385542168674699,54900,300.0,9,0.001,0.99,-0.4353734567901236,13.518055555555556,414,52.3743961352657,78751071.94840173,190219.98055169501,300.0,0.5568287841478984,0.0,0.0,0.0,0.0
184,250,GAT-DQN,0.14279200000000003,0.8409638554216867,55200,300.0,9,0.001,0.99,-0.5518382716049384,17.103703703703705,441,54.51473922902494,102357706.71141787,232103.64333654844,300.0,0.5889602768917879,0.0,0.0,0.0,0.0
185,250,GAT-DQN,0.13813317647058831,0.8433734939759037,55500,300.0,9,0.001,0.99,-0.5557277777777776,17.07787037037037,463,61.436285097192226,104363417.6223582,225406.94950833305,300.0,0.6920270378887653,0.0,0.0,0.0,0.0
186,250,GAT-DQN,0.1334743529411765,0.8457831325301205,55800,300.0,9,0.001,0.99,-0.5834104938271604,18.093703703703703,426,56.01173708920188,102435949.60141534,240459.97559017685,300.0,0.5428198293348153,0.0,0.0,0.0,0.0
187,250,GAT-DQN,0.12881552941176466,0.8481927710843373,56100,300.0,9,0.001,0.99,-0.5266814814814813,16.28203703703704,477,59.490566037735846,105642941.31440923,221473.6715186776,300.0,0.6553323222696781,0.0,0.0,0.0,0.0
188,250,GAT-DQN,0.12415670588235295,0.8506024096385543,56400,300.0,9,0.001,0.99,-0.40927098765432113,12.742500000000001,498,51.82730923694779,84810163.91800979,170301.5339719072,300.0,0.6608096044758955,0.0,0.0,0.0,0.0
189,250,GAT-DQN,0.11949788235294112,0.853012048192771,56700,300.0,9,0.001,0.99,-0.6365327160493826,19.63074074074074,441,58.17687074829932,116527936.0778624,264235.6827162413,300.0,0.5831138899922371,0.0,0.0,0.0,0.0
190,250,GAT-DQN,0.1148390588235294,0.8554216867469879,57000,300.0,9,0.001,0.99,-0.45841111111111116,14.150833333333333,503,56.30019880715706,95713505.93485814,190285.3000693005,300.0,0.573007719318072,0.0,0.0,0.0,0.0
191,250,GAT-DQN,0.11018023529411758,0.8578313253012049,57300,300.0,9,0.001,0.99,-0.48402654320987637,15.11,508,59.22244094488189,98486564.05962566,193871.18909375128,300.0,0.6464173599580924,0.0,0.0,0.0,0.0
192,250,GAT-DQN,0.10552141176470597,0.8602409638554217,57600,300.0,9,0.001,0.99,-0.4525907407407408,14.094907407407408,518,57.722007722007724,98245563.38600805,189663.24977993834,300.0,0.6705338916679223,0.0,0.0,0.0,0.0
193,250,GAT-DQN,0.10086258823529415,0.8626506024096385,57900,300.0,9,0.001,0.99,-0.403201234567901,12.464074074074075,483,50.55072463768116,79597211.5759566,164797.53949473417,300.0,0.7350551311671734,0.0,0.0,0.0,0.0
194,250,GAT-DQN,0.09620376470588243,0.8650602409638555,58200,300.0,9,0.001,0.99,-0.5297419753086418,16.34564814814815,426,55.47417840375587,95934292.7355717,225197.87027129508,300.0,0.5735829475025336,0.0,0.0,0.0,0.0
195,250,GAT-DQN,0.0915449411764706,0.8674698795180723,58500,300.0,9,0.001,0.99,-0.5171950617283949,15.935740740740743,506,61.373517786561266,94323310.43809448,186409.70442311163,300.0,0.5848878881335259,0.0,0.0,0.0,0.0
196,250,GAT-DQN,0.08688611764705878,0.8698795180722891,58800,300.0,9,0.001,0.99,-0.3857271604938272,11.948425925925926,455,49.668131868131866,76185246.82023996,167440.1029016263,300.0,0.6202412942051887,0.0,0.0,0.0,0.0
197,250,GAT-DQN,0.08222729411764707,0.8722891566265061,59100,300.0,9,0.001,0.99,-0.567275308641975,17.59259259259259,433,54.28406466512702,100312593.5168786,231668.80719833396,300.0,0.5916924365858237,0.0,0.0,0.0,0.0
198,250,GAT-DQN,0.07756847058823524,0.8746987951807228,59400,300.0,9,0.001,0.99,-0.43704938271604943,13.550648148148149,479,56.46555323590814,85765926.30832155,179052.03822196566,300.0,0.5536756184697151,0.0,0.0,0.0,0.0
199,250,GAT-DQN,0.07290964705882352,0.8771084337349397,59700,300.0,9,0.001,0.99,-0.4868456790123457,15.10462962962963,499,58.42685370741483,99278643.55954728,198955.1975141228,300.0,0.5974364768962065,0.0,0.0,0.0,0.0
200,250,GAT-DQN,0.0682508235294117,0.8795180722891566,60000,300.0,9,0.001,0.99,-0.5624623456790122,17.284537037037037,454,56.4647577092511,94971016.42974027,209187.26085845873,300.0,0.5420959259569645,0.0,0.0,0.0,0.0
201,250,GAT-DQN,0.06359200000000009,0.8819277108433735,60300,300.0,9,0.001,0.99,-0.5915432098765434,18.25527777777778,448,52.575892857142854,104787909.55587243,233901.58383007237,300.0,0.6449043069283168,0.0,0.0,0.0,0.0
202,250,GAT-DQN,0.05893317647058827,0.8843373493975903,60600,300.0,9,0.001,0.99,-0.644358641975308,19.87175925925926,414,54.65700483091788,105348130.09120226,254464.08234589917,300.0,0.6395428091287613,0.0,0.0,0.0,0.0
203,250,GAT-DQN,0.05427435294117655,0.8867469879518073,60900,300.0,9,0.001,0.99,-0.502746913580247,15.538518518518519,436,50.0894495412844,91259666.70648007,209311.16217082585,300.0,0.6644444267451763,0.0,0.0,0.0,0.0
204,250,GAT-DQN,0.049615529411764725,0.8891566265060241,61200,300.0,9,0.001,0.99,-0.5639672839506171,17.466018518518517,429,51.82517482517483,100619166.33688256,234543.5112747845,300.0,0.7074268048008283,0.0,0.0,0.0,0.0
205,250,GAT-DQN,0.0449567058823529,0.891566265060241,61500,300.0,9,0.001,0.99,-0.6146271604938269,19.015462962962964,466,60.351931330472105,113883342.65154725,244384.85547542328,300.0,0.6271963186065356,0.0,0.0,0.0,0.0
206,250,GAT-DQN,0.04029788235294118,0.8939759036144579,61800,300.0,9,0.001,0.99,-0.48802283950617265,15.103055555555553,488,61.03893442622951,96300805.57613781,197337.7163445447,300.0,0.6746755393346151,0.0,0.0,0.0,0.0
207,250,GAT-DQN,0.03563905882352936,0.8963855421686746,62100,300.0,9,0.001,0.99,-0.6180543209876546,19.083611111111114,439,56.275626423690206,108973768.84844682,248231.81970033442,300.0,0.6655712271730105,0.0,0.0,0.0,0.0
208,250,GAT-DQN,0.030980235294117642,0.8987951807228916,62400,300.0,9,0.001,0.99,-0.4703327160493824,14.674166666666666,455,50.9010989010989,88569340.53271745,194657.8912806977,300.0,0.8044346953928471,0.0,0.0,0.0,0.0
209,250,GAT-DQN,0.026321411764705815,0.9012048192771084,62700,300.0,9,0.001,0.99,-0.4319030864197527,13.431759259259259,466,59.562231759656655,88832550.37726116,190627.79050914414,300.0,0.780884975194931,0.0,0.0,0.0,0.0
210,250,GAT-DQN,0.0216625882352941,0.9036144578313253,63000,300.0,9,0.001,0.99,-0.5339728395061727,16.49490740740741,453,57.07064017660044,101972782.66793221,225105.4805031616,300.0,0.592236926505963,0.0,0.0,0.0,0.0
211,250,GAT-DQN,0.017003764705882385,0.9060240963855422,63300,300.0,9,0.001,0.99,-0.5512006172839504,16.993425925925926,477,63.272536687631025,104322201.1270716,218704.82416576857,300.0,0.6452905164659023,0.0,0.0,0.0,0.0
212,250,GAT-DQN,0.01234494117647067,0.908433734939759,63600,300.0,9,0.001,0.99,-0.513791358024691,15.893703703703704,502,61.10557768924303,99965751.44114739,199134.96303017408,300.0,0.5873672158519427,0.0,0.0,0.0,0.0
213,250,GAT-DQN,0.01,0.9108433734939759,63900,300.0,9,0.001,0.99,-0.5022376543209877,15.564537037037038,462,61.874458874458874,94244054.15287995,203991.45920536786,300.0,0.6077583124240239,0.0,0.0,0.0,0.0
214,250,GAT-DQN,0.01,0.9132530120481928,64200,300.0,9,0.001,0.99,-0.5239074074074072,16.119629629629628,417,52.621103117505996,96591656.91352785,231634.66885738092,300.0,0.5726111947000027,0.0,0.0,0.0,0.0
215,250,GAT-DQN,0.01,0.9156626506024097,64500,300.0,9,0.001,0.99,-0.4478111111111108,13.824537037037038,476,54.865546218487395,96002173.56327493,201685.2385783087,300.0,0.5294787241518497,0.0,0.0,0.0,0.0
216,250,GAT-DQN,0.01,0.9180722891566265,64800,300.0,9,0.001,0.99,-0.5711802469135803,17.59925925925926,470,67.31276595744681,101657234.72132777,216291.9887687825,300.0,0.5739105491836866,0.0,0.0,0.0,0.0
217,250,GAT-DQN,0.01,0.9204819277108434,65100,300.0,9,0.001,0.99,-0.6195172839506173,19.01861111111111,415,49.57831325301205,102805876.94292197,247725.00468173967,300.0,0.5394000365833441,0.0,0.0,0.0,0.0
218,250,GAT-DQN,0.01,0.9228915662650602,65400,300.0,9,0.001,0.99,-0.5700339506172838,17.626666666666665,398,49.43969849246231,94260577.32928069,236835.6214303535,300.0,0.5466863883535067,0.0,0.0,0.0,0.0
219,250,GAT-DQN,0.01,0.9253012048192771,65700,300.0,9,0.001,0.99,-0.48351296296296303,14.994166666666667,494,57.62955465587044,101256323.86598636,204972.31551819103,300.0,0.5993703101078669,0.0,0.0,0.0,0.0
220,250,GAT-DQN,0.01,0.927710843373494,66000,300.0,9,0.001,0.99,-0.5575481481481485,17.324259259259257,509,58.2475442043222,106486199.83942866,209206.6794487793,300.0,0.5091509751975536,0.0,0.0,0.0,0.0
221,250,GAT-DQN,0.01,0.9301204819277108,66300,300.0,9,0.001,0.99,-0.525111111111111,16.18166666666667,464,57.62068965517241,93490022.8069501,201487.11811842697,300.0,0.5809392628073692,0.0,0.0,0.0,0.0
222,250,GAT-DQN,0.01,0.9325301204819277,66600,300.0,9,0.001,0.99,-0.48843271604938243,15.10472222222222,451,54.368070953436806,91628626.58300544,203167.68643681917,300.0,0.5387190303206444,0.0,0.0,0.0,0.0
223,250,GAT-DQN,0.01,0.9349397590361446,66900,300.0,9,0.001,0.99,-0.46331111111111134,14.33851851851852,478,59.48744769874477,93341493.71436697,195275.09145265058,300.0,0.5396212695042292,0.0,0.0,0.0,0.0
224,250,GAT-DQN,0.01,0.9373493975903615,67200,300.0,9,0.001,0.99,-0.4416604938271606,13.671296296296296,464,54.060344827586206,88217917.91521817,190124.82309314262,300.0,0.5590127263963223,0.0,0.0,0.0,0.0
225,250,GAT-DQN,0.01,0.9397590361445783,67500,300.0,9,0.001,0.99,-0.47562345679012347,14.75027777777778,419,51.80668257756563,89545250.68011482,213711.81546566784,300.0,0.57023142238458,0.0,0.0,0.0,0.0
226,250,GAT-DQN,0.01,0.9421686746987952,67800,300.0,9,0.001,0.99,-0.6077000000000002,18.823518518518515,509,66.21021611001964,116146561.474207,228185.77892771512,300.0,0.534136472940445,0.0,0.0,0.0,0.0
227,250,GAT-DQN,0.01,0.944578313253012,68100,300.0,9,0.001,0.99,-0.5428530864197539,16.751944444444447,480,63.764583333333334,98806329.89835481,205846.52062157253,300.0,0.5778076136112213,0.0,0.0,0.0,0.0
228,250,GAT-DQN,0.01,0.946987951807229,68400,300.0,9,0.001,0.99,-0.59599012345679,18.42240740740741,394,49.15989847715736,96646600.20020467,245295.93959442808,300.0,0.5336310103038947,0.0,0.0,0.0,0.0
229,250,GAT-DQN,0.01,0.9493975903614458,68700,300.0,9,0.001,0.99,-0.49131111111111114,15.34388888888889,448,55.638392857142854,96515893.83902876,215437.26303354633,300.0,0.5363665538529555,0.0,0.0,0.0,0.0
230,250,GAT-DQN,0.01,0.9518072289156626,69000,300.0,9,0.001,0.99,-0.5415580246913578,16.691203703703703,486,55.1275720164609,108877792.38728954,224028.3793977151,300.0,0.5342124246060849,0.0,0.0,0.0,0.0
231,250,GAT-DQN,0.01,0.9542168674698795,69300,300.0,9,0.001,0.99,-0.6203709876543213,19.19361111111111,398,52.29145728643216,107098050.15547381,269090.57828008494,300.0,0.5698613342642784,0.0,0.0,0.0,0.0
232,250,GAT-DQN,0.01,0.9566265060240964,69600,300.0,9,0.001,0.99,-0.5503623456790125,16.990925925925925,455,57.964835164835165,98884275.79037264,217328.07866015963,300.0,0.5474305475751559,0.0,0.0,0.0,0.0
